satellite_id,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,operator,orbit_type,eccentricity_risk
1,EUTELSAT 174A,2005-052A,2026-06-20T08:31:31.160928,1.00272302,0.0006308,4.2287,76.4905,11.1427,122.7677,0,U,28924,999,5236,0,3e-08,0,EUTELSAT,GEO,0.6308
2,EUTELSAT 33F,2006-032A,2026-06-20T07:50:48.886944,1.00272297,0.0003855,1.6709,82.2134,4.8576,332.2502,0,U,29270,999,4733,0,1.51e-06,0,EUTELSAT,GEO,0.3855
3,EUTELSAT HOTBIRD 13C,2008-065A,2026-06-20T09:10:06.278304,1.00269969,0.0003462,2.9595,79.157,9.9025,266.7513,0,U,33459,999,4737,0,-2.88e-06,0,EUTELSAT,GEO,0.3462
4,EUTELSAT 36B,2009-065A,2026-06-20T09:38:56.014080,1.00269534,0.0005548,0.5002,81.1638,5.9114,16.7617,0,U,36101,999,6074,0,1.08e-06,0,EUTELSAT,GEO,0.5548000000000001
5,EUTELSAT KA-SAT 9A,2010-069A,2026-06-20T07:44:19.508928,1.00269176,0.0003782,0.061,12.2628,114.8672,266.4917,0,U,37258,999,4403,0,5.7e-07,0,EUTELSAT,GEO,0.3782
6,EUTELSAT 7 WEST A,2011-051A,2026-06-20T09:22:20.103744,1.00271971,0.0004255,0.0679,22.5916,76.3569,302.9137,0,U,37816,999,5390,0,-6.5e-07,0,EUTELSAT,GEO,0.4255
7,EUTELSAT 16A,2011-057A,2026-06-20T07:46:19.318080,1.00269662,0.0005674,0.0401,347.1884,102.0888,311.8462,0,U,37836,999,736,0,9.9e-07,0,EUTELSAT,GEO,0.5674
8,EUTELSAT 21B,2012-062B,2026-06-20T07:47:56.663232,1.00269086,0.0003048,0.065,351.1649,87.9936,327.9799,0,U,38992,999,4985,0,1.25e-06,0,EUTELSAT,GEO,0.3047999999999999
9,EUTELSAT 70B,2012-069A,2026-06-20T09:44:36.558816,1.00271913,0.0003863,0.068,22.0297,59.0398,44.1885,0,U,39020,999,4954,0,-4.8e-07,0,EUTELSAT,GEO,0.3863
10,EUTELSAT 117 WEST A,2013-012A,2026-06-20T08:46:38.646048,1.00272134,0.0002809,0.0223,39.9608,49.3889,194.0807,0,U,39122,999,4846,0,-1.7e-07,0,EUTELSAT,GEO,0.2809
11,EUTELSAT 7B,2013-022A,2026-06-20T09:26:27.211200,1.00270344,0.0004439,0.0639,358.463,38.25,20.4962,0,U,39163,999,4797,0,4.3e-07,0,EUTELSAT,GEO,0.4439
12,EXPRESS-AT1,2014-010A,2026-06-21T11:22:20.640864,1.00304441,0.0003873,0.27,85.5903,44.0452,13.4417,0,U,39612,999,4486,0,1.8e-07,0,EUTELSAT,GEO,0.3873
13,EXPRESS-AT2,2014-010B,2026-06-20T06:14:49.075008,1.00274646,8.23e-05,0.0175,318.6576,346.7956,112.7065,0,U,39613,999,4452,0,7.3e-07,0,EUTELSAT,GEO,0.0823
14,EUTELSAT 3B,2014-030A,2026-06-20T09:25:19.818336,1.00271871,0.0004071,0.0693,24.2659,62.9003,325.8468,0,U,39773,999,4409,0,1.5e-07,0,EUTELSAT,GEO,0.4070999999999999
15,EUTELSAT 115 WEST B,2015-010B,2026-06-19T22:35:41.436384,1.00276894,4.6e-05,0.0097,152.881,27.2731,312.0421,0,U,40425,999,4142,0,-3.1e-07,0,EUTELSAT,GEO,0.046
16,EUTELSAT 8 WEST B,2015-039B,2026-06-20T09:22:12.617184,1.00271553,0.0003869,0.0624,352.8456,93.5427,314.7707,0,U,40875,999,3968,0,-7e-07,0,EUTELSAT,GEO,0.3869
17,EUTELSAT 9B,2016-005A,2026-06-20T07:44:19.508928,1.00272797,0.0001691,0.0887,76.7287,335.623,341.2375,0,U,41310,999,3814,0,5.7e-07,0,EUTELSAT,GEO,0.1691
18,EUTELSAT 65 WEST A,2016-014A,2026-06-20T09:05:51.684288,1.00273449,0.0002451,0.0503,338.6021,106.2797,254.9608,0,U,41382,999,3755,0,-2.81e-06,0,EUTELSAT,GEO,0.2450999999999999
19,EUTELSAT 117 WEST B,2016-038B,2026-06-20T08:46:38.646048,1.00272242,4.96e-05,0.0119,154.994,333.4232,154.8419,0,U,41589,999,3669,0,-1.6e-07,0,EUTELSAT,GEO,0.0496
20,EUTELSAT 172B,2017-029B,2026-06-20T08:30:53.722080,1.00270918,3.7e-06,0.0377,155.9076,181.7147,230.6812,0,U,42741,999,3377,0,-1e-07,0,EUTELSAT,GEO,0.0037
21,EUTELSAT 7C,2019-034B,2026-06-20T00:53:09.062016,1.00270984,0.00031481,0.0727,176.6467,255.4742,216.4246,0,U,44334,999,686,0,4.3e-07,0,EUTELSAT,GEO,0.31481
22,EUTELSAT 5 WEST B,2019-067A,2026-06-20T09:23:05.034336,1.00270225,0.000311,0.0621,352.344,96.7408,315.3001,0,U,44624,999,2446,0,-4.7e-07,0,EUTELSAT,GEO,0.311
23,EUTELSAT KONNECT,2020-005B,2026-06-20T09:26:27.211200,1.00268395,0.0001378,0.073,95.2851,136.3918,185.7438,0,U,45027,999,2436,0,4.4e-07,0,EUTELSAT,GEO,0.1377999999999999
24,EUTELSAT QUANTUM,2021-069B,2026-06-18T18:17:49.761600,1.00272154,0.00021116,0.0145,22.6393,63.8054,142.7031,0,U,49056,999,1794,0,1.2e-06,0,EUTELSAT,GEO,0.21116
25,EUTELSAT KONNECT VHTS,2022-110A,2026-06-20T00:51:54.181728,1.00272019,0.00023652,0.0641,99.9422,345.5386,198.4343,0,U,53765,999,686,0,1.2e-07,0,EUTELSAT,GEO,0.2365199999999999
26,EUTELSAT HOTBIRD 13F,2022-134A,2026-06-20T04:20:11.069088,1.00273367,0.00019473,0.0471,295.1519,64.5697,346.7332,0,U,54048,999,1340,0,8.2e-07,0,EUTELSAT,GEO,0.19473
27,EUTELSAT HOTBIRD 13G,2022-146A,2026-06-20T02:37:30.728352,1.00272784,0.0002093,0.0472,222.5154,317.6469,140.539,0,U,54225,999,749,0,8.2e-07,0,EUTELSAT,GEO,0.2092999999999999
28,EUTELSAT 10B,2022-157A,2026-06-20T07:44:19.508928,1.00266775,0.000131,0.0633,97.3477,6.5284,290.7143,0,U,54259,999,1305,0,6.3e-07,0,EUTELSAT,GEO,0.131
29,EUTELSAT 36D,2024-059A,2026-06-20T06:09:27.088128,1.00267349,8.2e-06,0.0182,14.3572,90.7827,291.5697,0,U,59346,999,817,0,0.0,0,EUTELSAT,GEO,0.0081999999999999
30,TDRS 3,1988-091B,2026-06-20T09:10:28.742304,1.00272364,0.00383,12.599,340.985,356.4263,19.9856,0,U,19548,999,12542,0,-3.09e-06,0,GEO,NON_GEO,3.83
31,FLTSATCOM 8 (USA 46),1989-077A,2026-06-20T10:51:12.936384,1.00275807,0.000422,12.4207,351.1441,57.5068,148.5574,0,U,20253,999,26059,0,-3.77e-06,0,GEO,NON_GEO,0.422
32,SKYNET 4C,1990-079A,2026-06-11T04:50:51.491040,1.00274127,0.00024,13.3424,349.8525,96.2313,279.5534,0,U,20776,999,13083,0,1.32e-06,0,GEO,NON_GEO,0.24
33,TDRS 5,1991-054B,2026-06-20T11:39:58.982112,1.00276037,0.0006201,14.0706,353.7579,274.9854,7.2953,0,U,21639,999,12774,0,7.3e-07,0,GEO,NON_GEO,0.6201
34,TDRS 6,1993-003B,2026-06-20T01:03:30.623616,1.00270344,0.00082095,14.1828,357.0374,178.47,62.8072,0,U,22314,999,12243,0,-3.07e-06,0,GEO,NON_GEO,0.82095
35,UFO 2 (USA 95),1993-056A,2026-06-20T04:24:40.638816,1.00270176,0.0004971,11.8958,3.5382,9.3128,350.3609,0,U,22787,999,11857,0,1.14e-06,0,GEO,NON_GEO,0.4971
36,USA 99 (MILSTAR-1 1),1994-009A,2026-06-19T20:28:38.572608,0.98724155,8.495e-05,17.6313,27.6798,225.3426,312.3366,0,U,22988,999,3297,0,-2.36e-06,0,GEO,NON_GEO,0.08495
37,UFO 4 (USA 108),1995-003A,2026-06-20T08:30:53.722080,1.00272715,0.0003078,9.6904,13.2184,71.6725,123.5778,0,U,23467,999,11498,0,-3.2e-07,0,GEO,NON_GEO,0.3078
38,TDRS 7,1995-035B,2026-06-19T23:33:48.962880,1.00280526,0.00115795,13.376,348.1707,83.0115,279.2998,0,U,23613,999,11328,0,-2.5e-06,0,GEO,NON_GEO,1.15795
39,USA 115 (MILSTAR-1 2),1995-060A,2026-06-20T05:18:45.412416,1.00364409,0.0001604,14.074,3.7293,135.3698,115.8094,0,U,23712,999,3291,0,-2.08e-06,0,GEO,NON_GEO,0.1604
40,INMARSAT 3-F1,1996-020A,2026-06-20T05:31:38.559360,0.99978301,0.0003787,10.6069,46.6064,56.4316,149.9351,0,U,23839,999,11028,0,-1.08e-06,0,GEO,NON_GEO,0.3787
41,INMARSAT 3-F2,1996-053A,2026-06-20T11:10:40.005120,1.00002274,0.0006603,9.8639,53.903,33.0245,135.6144,0,U,24307,999,10895,0,-2.9e-06,0,GEO,NON_GEO,0.6603
42,INMARSAT 3-F3,1996-070A,2026-06-19T19:54:24.651072,0.99983665,0.00032728,10.3236,49.6281,29.1261,167.667,0,U,24674,999,10793,0,1.27e-06,0,GEO,NON_GEO,0.32728
43,AMC-3,1997-050A,2026-06-20T08:43:22.524096,0.99063277,0.0004276,8.1731,63.9526,28.7988,162.4826,0,U,24936,999,5246,0,3.2e-07,0,GEO,NON_GEO,0.4276
44,USA 134,1997-065A,2026-06-20T09:22:01.989120,1.00268962,0.0003372,12.7884,21.7019,339.9641,295.1138,0,U,25019,999,3298,0,-7.3e-07,0,GEO,NON_GEO,0.3372
45,INMARSAT 3-F5,1998-006B,2026-06-20T02:18:24.384384,1.00274648,0.0004223,9.7004,53.2332,31.4135,164.2527,0,U,25153,999,10392,0,-3e-06,0,GEO,NON_GEO,0.4223
46,ABS-6,1999-053A,2026-06-20T11:06:32.399136,1.00269039,0.0003808,0.0231,32.575,75.7645,125.985,0,U,25924,999,9787,0,0.0,0,GEO,GEO,0.3807999999999999
47,UFO 10 (USA 146),1999-063A,2026-06-20T09:17:58.024032,1.00270301,0.0001926,9.8747,27.1851,45.2927,312.6649,0,U,25967,999,9737,0,-1.98e-06,0,GEO,NON_GEO,0.1926
48,ASIASTAR,2000-016A,2026-06-19T15:05:11.116896,1.00267815,0.00045953,9.1362,58.1299,30.2265,150.752,0,U,26107,999,9594,0,-3.42e-06,0,GEO,NON_GEO,0.45953
49,USA 149 (DSP 20),2000-024A,2026-06-20T04:30:27.857088,1.00276399,0.00019663,13.1731,11.8345,315.8167,203.0148,0,U,26356,999,3294,0,8.4e-07,0,GEO,NON_GEO,0.19663
50,TDRS 8,2000-034A,2026-06-19T14:59:19.180320,1.00277176,0.00051407,12.6858,31.2997,29.933,156.0649,0,U,26388,999,9520,0,-2.06e-06,0,GEO,NON_GEO,0.51407
51,NSS-11,2000-059A,2026-06-20T08:32:01.114080,1.00272335,0.0002909,2.1358,81.3554,358.9834,132.2266,0,U,26554,999,4132,0,2e-07,0,GEO,GEO,0.2909
52,USA 153,2000-065A,2026-06-19T19:04:21.864864,1.0026913,0.00029936,11.6293,35.401,47.0413,246.1317,0,U,26575,999,3295,0,-3.35e-06,0,GEO,NON_GEO,0.2993599999999999
53,AMC-6,2000-067A,2026-06-20T09:28:38.667936,1.00270149,0.0003583,0.1614,83.1922,14.354,178.1789,0,U,26580,999,9392,0,8.4e-07,0,GEO,GEO,0.3583
54,USA 157 (MILSTAR-2 2),2001-009A,2026-06-20T10:02:43.933056,1.00276594,0.0039242,11.5467,19.7486,177.4528,72.0947,0,U,26715,999,3297,0,1e-06,0,GEO,NON_GEO,3.9242
55,INTELSAT 902 (IS-902),2001-039A,2026-06-20T04:02:12.791904,1.00270935,0.00042805,6.1243,71.7474,14.2873,192.7993,0,U,26900,999,9072,0,-2.9e-06,0,GEO,NON_GEO,0.42805
56,USA 164 (MILSTAR-2 3),2002-001A,2026-06-20T06:04:35.056128,1.00267381,0.0099678,11.184,21.8926,8.2747,348.444,0,U,27168,999,3298,0,8.7e-07,0,GEO,NON_GEO,9.9678
57,INTELSAT 904 (IS-904),2002-007A,2026-06-20T02:24:46.948032,1.00270151,0.0006584,6.9283,69.151,7.3069,196.5436,0,U,27380,999,5179,0,-2.33e-06,0,GEO,NON_GEO,0.6584
58,DIRECTV 5 (TEMPO 1),2002-023A,2026-06-20T10:03:08.932032,1.00272003,0.000324,4.8871,75.272,16.1878,217.8431,0,U,27426,999,8815,0,-6.3e-07,0,GEO,GEO,0.324
59,INTELSAT 905 (IS-905),2002-027A,2026-06-20T08:45:14.844096,1.0027292,0.0003977,6.7625,69.7638,23.7456,169.1624,0,U,27438,999,5139,0,8.7e-07,0,GEO,NON_GEO,0.3977
60,GALAXY 3C (G-3C),2002-030A,2026-06-20T08:30:38.771424,1.00271504,0.000169,3.7412,77.9368,28.7445,194.6953,0,U,27445,999,4652,0,-1.58e-06,0,GEO,GEO,0.1689999999999999
61,INTELSAT 906 (IS-906),2002-041A,2026-06-20T04:34:47.170272,1.00270726,0.0004435,5.8098,72.8851,0.994,327.373,0,U,27513,999,8705,0,6e-08,0,GEO,NON_GEO,0.4435
62,NIMIQ 2,2002-062A,2026-06-20T06:25:22.919232,1.00272421,0.0005585,9.4541,56.8684,25.9598,172.8061,0,U,27632,999,4421,0,-7.8e-07,0,GEO,NON_GEO,0.5585
63,USA 167,2003-008A,2026-06-20T09:24:03.839904,1.00272738,0.0003974,10.9686,43.3827,314.8643,289.6742,0,U,27691,999,680,0,-6e-08,0,GEO,NON_GEO,0.3974
64,USA 169 (MILSTAR-2 4),2003-012A,2026-06-19T22:09:16.142400,1.00272889,0.01007587,12.3541,29.8224,9.2727,353.5115,0,U,27711,999,3298,0,-2.71e-06,0,GEO,NON_GEO,10.07587
65,ASIASAT 4,2003-014A,2026-06-20T11:07:18.165216,1.00272462,0.0002905,4.712,75.7059,15.9102,131.4326,0,U,27718,999,4533,0,-2.28e-06,0,GEO,GEO,0.2905
66,HELLAS-SAT 2,2003-020A,2026-06-19T23:05:37.872960,1.00271497,0.00026171,7.3623,67.8529,28.2464,148.4599,0,U,27811,999,4287,0,-9.2e-07,0,GEO,NON_GEO,0.26171
67,THURAYA-2,2003-026A,2026-06-20T06:11:41.872992,1.00272422,0.000297,8.8445,31.9625,12.7773,0.6575,0,U,27825,999,8438,0,1.16e-06,0,GEO,NON_GEO,0.297
68,OPTUS C1,2003-028B,2026-06-19T13:36:58.291776,1.00272247,0.00055809,6.8966,69.3822,14.9031,183.4988,0,U,27831,999,5308,0,-1.59e-06,0,GEO,NON_GEO,0.55809
69,USA 170,2003-040A,2026-06-20T00:13:14.759904,1.00269476,0.0001755,10.507,47.924,42.2712,205.5706,0,U,27875,999,3302,0,1.16e-06,0,GEO,NON_GEO,0.1755
70,GALAXY 13 (HORIZONS-1),2003-044A,2026-06-20T10:43:38.786880,1.00272486,0.0002186,1.4272,83.8231,358.333,197.402,0,U,27954,999,4660,0,1.28e-06,0,GEO,GEO,0.2186
71,YAMAL 202,2003-053A,2026-06-21T13:34:23.695392,1.00270906,0.000318,6.3538,70.8853,7.2732,198.7465,0,U,28089,999,8274,0,-8.4e-07,0,GEO,NON_GEO,0.318
72,UFO 11 (USA 174),2003-057A,2026-06-20T02:55:29.004672,1.00271747,0.00024154,8.9416,33.8126,64.0509,289.9601,0,U,28117,999,8247,0,-1.14e-06,0,GEO,NON_GEO,0.24154
73,USA 176 (DSP 22),2004-004A,2026-06-20T03:22:18.617664,1.00275597,0.00013871,12.0668,26.0523,309.2865,294.2599,0,U,28158,999,3296,0,-3.06e-06,0,GEO,NON_GEO,0.13871
74,ABS-4 (MOBISAT-1),2004-007A,2026-06-20T06:18:38.860128,1.00274282,0.0005075,6.0489,71.9702,16.4739,335.6938,0,U,28184,999,5236,0,3.2e-07,0,GEO,NON_GEO,0.5075000000000001
75,INTELSAT 10-02,2004-022A,2026-06-20T09:24:12.426336,1.00270649,1.01e-05,0.0164,305.9154,152.4907,310.2364,0,U,28358,999,8058,0,-1.6e-07,0,GEO,GEO,0.0101
76,ANIK F2,2004-027A,2026-06-20T08:38:38.700096,1.00271596,0.0004092,3.2965,79.406,10.0614,197.6315,0,U,28378,999,4129,0,-5.5e-07,0,GEO,GEO,0.4092
77,AMC-15,2004-041A,2026-06-20T08:38:38.700096,1.00271527,0.0002305,0.0144,359.6314,75.3144,218.2288,0,U,28446,999,7933,0,-9.3e-07,0,GEO,GEO,0.2304999999999999
78,NSS-10,2005-003A,2026-06-20T06:47:11.621760,1.00272014,0.0002852,6.4581,70.4174,12.1151,250.3009,0,U,28526,999,5318,0,-2.58e-06,0,GEO,NON_GEO,0.2852
79,INMARSAT 4-F1,2005-009A,2026-06-20T08:32:38.552928,1.00271541,0.0002706,5.1732,42.7714,45.6778,126.3856,0,U,28628,999,7770,0,2.6e-07,0,GEO,NON_GEO,0.2706
80,DIRECTV 8,2005-019A,2026-06-20T07:32:38.671008,1.00271999,0.0003095,0.0188,33.3038,61.8276,167.4965,0,U,28659,999,7710,0,-3e-08,0,GEO,GEO,0.3095
81,GALAXY 28 (G-28),2005-022A,2026-06-20T09:16:43.142880,1.00270752,0.0002814,3.3063,78.8948,10.7889,291.01,0,U,28702,999,5200,0,-2.05e-06,0,GEO,GEO,0.2814
82,THAICOM 4,2005-028A,2026-06-20T10:42:39.151008,1.00271473,0.0001774,0.2549,85.8466,349.9796,112.9969,0,U,28786,999,5228,0,-3.67e-06,0,GEO,GEO,0.1774
83,ANIK F1R,2005-036A,2026-06-20T10:24:08.129088,1.00271216,0.0004175,4.322,76.5421,5.3355,235.5023,0,U,28868,999,4648,0,-8e-07,0,GEO,GEO,0.4175
84,SYRACUSE 3A,2005-041B,2026-06-19T23:04:42.049920,1.00269106,0.00029295,4.649,75.8044,5.3723,219.8458,0,U,28885,999,7577,0,1.22e-06,0,GEO,GEO,0.29295
85,INMARSAT 4-F2,2005-044A,2026-06-19T23:49:24.967776,1.00270761,0.00029721,5.0996,43.7044,35.9627,329.3724,0,U,28899,999,7555,0,-2.68e-06,0,GEO,NON_GEO,0.29721
86,METEOSAT-9 (MSG-2),2005-049B,2026-06-19T22:17:31.522848,1.00273646,0.00017746,9.3683,54.1432,346.4633,247.5699,0,U,28912,999,702,0,1.15e-06,0,GEO,NON_GEO,0.17746
87,ECHOSTAR 10,2006-003A,2026-06-20T08:38:38.700096,1.00270944,0.000143,0.0164,1.1897,77.7268,209.1028,0,U,28935,999,7449,0,-6e-07,0,GEO,GEO,0.143
88,SPAINSAT,2006-007A,2026-06-20T08:06:39.324960,1.00272395,0.0004829,0.5725,86.4734,359.2835,274.2855,0,U,28945,999,7424,0,-2.21e-06,0,GEO,GEO,0.4829
89,JCSAT-5A,2006-010A,2026-06-20T11:39:37.141056,1.00271456,0.000201,1.1192,84.1884,350.8139,140.647,0,U,29045,999,7380,0,-3.32e-06,0,GEO,GEO,0.201
90,ASTRA 1KR,2006-012A,2026-06-20T07:47:11.735232,1.00273147,0.0003417,0.4831,83.2137,1.9229,319.1766,0,U,29055,999,4572,0,1.14e-06,0,GEO,GEO,0.3417
91,GALAXY 16 (G-16),2006-023A,2026-06-20T08:56:15.105120,1.002716,0.0002593,0.0399,169.8247,277.9696,215.8483,0,U,29236,999,7300,0,-1.31e-06,0,GEO,GEO,0.2593
92,JCSAT-3A,2006-033A,2026-06-20T10:50:46.410720,1.00270195,0.0002344,0.0093,338.5051,124.5781,96.2587,0,U,29272,999,4777,0,-3.49e-06,0,GEO,GEO,0.2344
93,KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-06-20T09:56:42.899424,1.002727,0.0001386,1.7946,82.9602,50.6116,37.2889,0,U,29349,999,4135,0,-3.63e-06,0,GEO,GEO,0.1386
94,DIRECTV 9S,2006-043A,2026-06-20T08:30:38.771424,1.00271223,0.0005074,2.43,80.8686,14.6015,199.5571,0,U,29494,999,5141,0,-1.18e-06,0,GEO,GEO,0.5074
95,OPTUS D1,2006-043B,2026-06-20T11:12:52.764768,1.00271392,0.0003494,3.0443,79.6192,1.4851,147.7714,0,U,29495,999,7215,0,-1.89e-06,0,GEO,GEO,0.3494
96,BADR-4,2006-051A,2026-06-20T06:08:57.135840,1.00272848,0.0004839,2.0138,81.0913,359.0702,314.9792,0,U,29526,999,5129,0,1.5e-06,0,GEO,GEO,0.4839
97,WILDBLUE-1,2006-054A,2026-06-20T08:52:45.439104,1.00271685,0.0001466,2.8124,80.4454,0.2217,209.8913,0,U,29643,999,5382,0,-5.4e-07,0,GEO,GEO,0.1466
98,SKYNET 5A,2007-007B,2026-06-19T18:27:41.668128,1.00274097,0.00037869,5.3067,73.7105,18.1377,188.2627,0,U,30794,999,7072,0,-2.79e-06,0,GEO,NON_GEO,0.3786899999999999
99,ANIK F3,2007-009A,2026-06-20T09:55:10.791840,1.00273057,0.0002606,1.2069,83.8169,6.0698,208.8044,0,U,31102,999,4659,0,-6e-08,0,GEO,GEO,0.2606
100,ASTRA 1L,2007-016A,2026-06-20T09:17:28.070880,1.00270966,0.0005349,1.3311,81.5582,13.7881,288.1363,0,U,31306,999,4501,0,-1.89e-06,0,GEO,GEO,0.5349
101,GALAXY 17 (G-17),2007-016B,2026-06-20T09:00:14.723424,1.00271439,0.000478,2.9813,79.8634,19.9713,218.799,0,U,31307,999,6983,0,-2.11e-06,0,GEO,GEO,0.478
102,INTELSAT 11 (IS-11),2007-044B,2026-06-20T01:23:28.654656,0.99049599,0.00025223,3.574,78.6372,87.413,236.338,0,U,32253,999,6847,0,-1.76e-06,0,GEO,GEO,0.25223
103,WGS F1 (USA 195),2007-046A,2026-06-20T09:12:21.062304,1.00271069,2.12e-05,0.0383,86.7161,317.9374,319.5139,0,U,32258,999,5236,0,-2.72e-06,0,GEO,GEO,0.0212
104,SKYNET 5B,2007-056B,2026-06-20T07:49:04.055232,1.00276241,0.0003894,5.2597,73.4683,10.4067,327.0857,0,U,32294,999,6822,0,1.34e-06,0,GEO,NON_GEO,0.3893999999999999
105,ASTRA 4A,2007-057A,2026-06-20T09:25:49.769760,1.00273096,0.0002413,0.0127,340.0552,112.4942,322.3133,0,U,32299,999,5167,0,2.8e-07,0,GEO,GEO,0.2413
106,HORIZONS-2,2007-063B,2026-06-20T08:54:38.574720,1.00272829,0.0003923,2.6113,80.589,0.1145,247.7301,0,U,32388,999,6784,0,-2.59e-06,0,GEO,GEO,0.3923
107,THURAYA-3,2008-001A,2026-06-20T02:54:44.076672,1.00007771,0.00015981,5.9949,35.8105,152.5813,196.8472,0,U,32404,999,6751,0,-3e-07,0,GEO,NON_GEO,0.15981
108,THOR 5,2008-006A,2026-06-20T05:58:58.094400,1.00272539,0.0002444,0.0521,255.4404,198.7766,263.2281,0,U,32487,999,6734,0,-1.4e-07,0,GEO,GEO,0.2443999999999999
109,AMC-14,2008-011A,2026-06-20T02:52:51.756672,1.00355445,0.00454484,24.0077,20.4835,7.3617,350.157,0,U,32708,999,6819,0,-6.8e-07,0,GEO,NON_GEO,4.54484
110,DIRECTV 11,2008-013A,2026-06-19T22:40:18.492672,1.00271356,1.801e-05,0.026,219.1273,197.2081,92.7255,0,U,32729,999,4562,0,-1.31e-06,0,GEO,GEO,0.0180099999999999
111,ICO G1,2008-016A,2026-06-20T08:10:24.498912,1.00272667,0.000225,5.5298,36.124,41.2164,220.9677,0,U,32763,999,6657,0,-1.79e-06,0,GEO,NON_GEO,0.225
112,VINASAT-1,2008-018A,2026-06-20T10:54:59.934240,1.00272118,0.0001468,0.0148,320.4183,132.4887,111.4518,0,U,32767,999,6662,0,-3.32e-06,0,GEO,GEO,0.1467999999999999
113,STAR ONE C2,2008-018B,2026-06-20T09:05:59.170848,1.00272898,0.0002592,1.2501,82.4387,11.9078,245.7346,0,U,32768,999,6668,0,-2.81e-06,0,GEO,GEO,0.2592
114,AMOS-3,2008-022A,2026-06-20T04:28:17.792256,1.00478427,0.00021402,0.4641,86.1836,70.0111,220.3951,0,U,32794,999,8236,0,1.28e-06,0,GEO,GEO,0.21402
115,GALAXY 18 (G-18),2008-024A,2026-06-20T09:28:38.667936,1.00271433,0.0002919,0.0235,71.4002,16.2942,200.068,0,U,32951,999,4588,0,2.1e-07,0,GEO,GEO,0.2919
116,ZHONGXING-9,2008-028A,2026-06-21T09:48:06.712992,1.00272275,0.0003838,0.7809,85.3026,343.5737,80.1354,0,U,33051,999,6608,0,-2.51e-06,0,GEO,GEO,0.3838
117,SKYNET 5C,2008-030A,2026-06-20T09:19:27.880032,1.00271687,0.0004099,3.7981,77.0053,19.6039,294.063,0,U,33055,999,6598,0,-1.45e-06,0,GEO,GEO,0.4099
